"","Transcript.ID","gene_assignment","Gene.Symbol","RefSeq","p.value.Diagnosis.","p.value.Control.vs..Schizophrenia.","Ratio.Control.vs..Schizophrenia.","Fold.Change.Control.vs..Schizophrenia.","Fold.Change.Control.vs..Schizophrenia...Description.","F.Diagnosis.","SS.Diagnosis.","SS.Error.","F.Error.","FoldChange","p.value"
"10202",7929373,"NM_005097 // LGI1 // leucine-rich, glioma inactivated 1 // 10q24 // 9211 /// ENS","LGI1","NM_005097",0.0129036,0.0129036,0.548988,-1.82153,"Control down vs Schizophrenia",7.32244,4.49093,13.4928,1,-1.82153,0.0129036
"10218",8085195,"NM_198560 // LHFPL4 // lipoma HMGIC fusion partner-like 4 // 3p25.3 // 375323 //","LHFPL4","NM_198560",0.000303665,0.000303665,1.2509,1.2509,"Control up vs Schizophrenia",18.3277,0.625858,0.751261,1,1.2509,0.000303665
"10222",8157751,"NM_004789 // LHX2 // LIM homeobox 2 // 9q33-q34.1 // 9355 /// ENST00000373615 //","LHX2","NM_004789",4.22e-05,4.22e-05,0.788693,-1.26792,"Control down vs Schizophrenia",25.9243,0.70369,0.597168,1,-1.26792,4.22e-05
"10223",8165083,"NM_178138 // LHX3 // LIM homeobox 3 // 9q34.3 // 8022 /// NM_014564 // LHX3 // L","LHX3","NM_178138",5.64e-05,5.64e-05,1.53958,1.53958,"Control up vs Schizophrenia",24.7218,2.32534,2.06933,1,1.53958,5.64e-05
"10224",7907849,"NM_033343 // LHX4 // LIM homeobox 4 // 1q25.2 // 89884 /// ENST00000263726 // LH","LHX4","NM_033343",5.96e-05,5.96e-05,2.11346,2.11346,"Control up vs Schizophrenia",24.4968,6.99332,6.28053,1,2.11346,5.96e-05
"10229",8094688,"NM_006859 // LIAS // lipoic acid synthetase // 4p14 // 11019 /// NM_194451 // LI","LIAS","NM_006859",0.0440944,0.0440944,0.841563,-1.18827,"Control down vs Schizophrenia",4.56068,0.371578,1.79243,1,-1.18827,0.0440944
"10249",8094789,"NM_014988 // LIMCH1 // LIM and calponin homology domains 1 // 4p13 // 22998 /// ","LIMCH1","NM_014988",0.0204792,0.0204792,1.37209,1.37209,"Control up vs Schizophrenia",6.23744,1.24965,4.40761,1,1.37209,0.0204792
"10253",8133413,"NM_002314 // LIMK1 // LIM domain kinase 1 // 7q11.23 // 3984 /// ENST00000336180","LIMK1","NM_002314",0.0057716,0.0057716,1.17174,1.17174,"Control up vs Schizophrenia",9.34753,0.313685,0.738276,1,1.17174,0.0057716
"10255",8044258,"NM_004987 // LIMS1 // LIM and senescent cell antigen-like domains 1 // 2q12.3 //","LIMS1","NM_004987",0.0325288,0.0325288,1.16114,1.16114,"Control up vs Schizophrenia",5.20702,0.278738,1.17769,1,1.16114,0.0325288
"10259",7899167,"NM_024674 // LIN28A // lin-28 homolog A (C. elegans) // 1p36.11 // 79727 /// ENS","LIN28A","NM_024674",0.000776618,0.000776618,0.39063,-2.55997,"Control down vs Schizophrenia",15.1803,11.0345,15.9917,1,-2.55997,0.000776618
"10260",8065011,"NM_024674 // LIN28A // lin-28 homolog A (C. elegans) // 1p36.11 // 79727 /// ENS","LIN28A","NM_024674",0.00385081,0.00385081,0.568803,-1.75808,"Control down vs Schizophrenia",10.4322,3.97557,8.3839,1,-1.75808,0.00385081
"10261",8121251,"NM_001004317 // LIN28B // lin-28 homolog B (C. elegans) // 6q16.3-q21 // 389421 ","LIN28B","NM_001004317",0.0205836,0.0205836,0.611586,-1.63509,"Control down vs Schizophrenia",6.22581,3.01926,10.6691,1,-1.63509,0.0205836
"10265",7965156,"NM_004664 // LIN7A // lin-7 homolog A (C. elegans) // 12q21 // 8825 /// ENST0000","LIN7A","NM_004664",0.000391982,0.000391982,1.26051,1.26051,"Control up vs Schizophrenia",17.4439,0.669362,0.844188,1,1.26051,0.000391982
"10285",8043840,"NM_145197 // LIPT1 // lipoyltransferase 1 // 2q11.2 // 51601 /// NM_145198 // LI","LIPT1","NM_145197",0.0127821,0.0127821,0.863198,-1.15848,"Control down vs Schizophrenia",7.34526,0.270268,0.809489,1,-1.15848,0.0127821
"10287",7999468,"NM_004862 // LITAF // lipopolysaccharide-induced TNF factor // 16p13.13 // 9516 ","LITAF","NM_004862",0.0185757,0.0185757,0.820429,-1.21887,"Control down vs Schizophrenia",6.46191,0.489232,1.66562,1,-1.21887,0.0185757
"10295",8023561,"NM_005570 // LMAN1 // lectin, mannose-binding, 1 // 18q21.3-q22 // 3998 /// ENST","LMAN1","NM_005570",0.00121158,0.00121158,0.808078,-1.2375,"Control down vs Schizophrenia",13.7858,0.567092,0.904989,1,-1.2375,0.00121158
"10300",7963024,"NM_018113 // LMBR1L // limb region 1 homolog (mouse)-like // 12q13.12 // 55716 /","LMBR1L","NM_018113",0.028319,0.028319,0.893166,-1.11961,"Control down vs Schizophrenia",5.5097,0.159414,0.636533,1,-1.11961,0.028319
"10302",8111533,"NM_001007527 // LMBRD2 // LMBR1 domain containing 2 // 5p13.2 // 92255 /// ENST0","LMBRD2","NM_001007527",0.00848192,0.00848192,1.18301,1.18301,"Control up vs Schizophrenia",8.35691,0.352711,0.928529,1,1.18301,0.00848192
"10303",8077490,"NM_014583 // LMCD1 // LIM and cysteine-rich domains 1 // 3p26-p24 // 29995 /// E","LMCD1","NM_014583",0.00593388,0.00593388,0.731195,-1.36762,"Control down vs Schizophrenia",9.27485,1.22405,2.90345,1,-1.36762,0.00593388
"10310",7946354,"NM_002315 // LMO1 // LIM domain only 1 (rhombotin 1) // 11p15 // 4004 /// ENST00","LMO1","NM_002315",0.00395982,0.00395982,1.36942,1.36942,"Control up vs Schizophrenia",10.3559,1.23433,2.62219,1,1.36942,0.00395982
"10312",7961580,"NM_018640 // LMO3 // LIM domain only 3 (rhombotin-like 2) // 12p12.3 // 55885 //","LMO3","NM_018640",1.89e-05,1.89e-05,1.49111,1.49111,"Control up vs Schizophrenia",29.4468,1.99331,1.48922,1,1.49111,1.89e-05
"10313",7902810,"NM_006769 // LMO4 // LIM domain only 4 // 1p22.3 // 8543 /// ENST00000370544 // ","LMO4","NM_006769",0.00124562,0.00124562,1.29664,1.29664,"Control up vs Schizophrenia",13.7009,0.842775,1.35327,1,1.29664,0.00124562
"10319",8038093,"NM_001080434 // LMTK3 // lemur tyrosine kinase 3 // 19q13.33 // 114783 /// ENST0","LMTK3","NM_001080434",6.79e-06,6.79e-06,1.33535,1.33535,"Control up vs Schizophrenia",34.3211,1.04441,0.669472,1,1.33535,6.79e-06
"10323",8100362,"NM_001126328 // LNX1 // ligand of numb-protein X 1 // 4q12 // 84708 /// NM_03262","LNX1","NM_001126328",0.0167657,0.0167657,0.777769,-1.28573,"Control down vs Schizophrenia",6.70051,0.788814,2.58994,1,-1.28573,0.0167657
"10325",7952950,"ENST00000318291 // LOC100049716 // hypothetical protein LOC100049716 // 12p13.33","LOC100049716","ENST00000318291",0.00604011,0.00604011,0.849216,-1.17756,"Control down vs Schizophrenia",9.22844,0.333598,0.795275,1,-1.17756,0.00604011
"10339",8139458,"AK096229 // LOC100128364 // hypothetical LOC100128364 // 7p13 // 100128364 /// E","LOC100128364","AK096229",0.000954958,0.000954958,1.19752,1.19752,"Control up vs Schizophrenia",14.5247,0.405761,0.614593,1,1.19752,0.000954958
"10341",8131098,"ENST00000402221 // LOC100128374 // hypothetical LOC100128374 // 7p22.3 // 100128","LOC100128374","ENST00000402221",0.00938406,0.00938406,1.16082,1.16082,"Control up vs Schizophrenia",8.10343,0.277713,0.753965,1,1.16082,0.00938406
"10343",8085429,"AY358240 // LOC100128644 // LMNE6487 // 3p25.1 // 100128644","LOC100128644","AY358240",0.0432281,0.0432281,1.11211,1.11211,"Control up vs Schizophrenia",4.60207,0.14101,0.674092,1,1.11211,0.0432281
"10351",8135585,"AY143171 // LOC100128868 // testin-related protein TRG // 7q31.2 // 100128868","LOC100128868","AY143171",0.00760814,0.00760814,0.736971,-1.3569,"Control down vs Schizophrenia",8.63262,1.16329,2.9646,1,-1.3569,0.00760814
"10354",8116722,"AY358807 // LOC100129033 // QIQN5815 // 6p25.1 // 100129033 /// ENST00000450335 ","LOC100129033","AY358807",0.00126396,0.00126396,0.867959,-1.15213,"Control down vs Schizophrenia",13.6562,0.250433,0.403444,1,-1.15213,0.00126396
"10356",8017344,"AK123839 // LOC100129112 // hypothetical protein LOC100129112 // 17q23.2 // 1001","LOC100129112","AK123839",0.0313836,0.0313836,0.841301,-1.18864,"Control down vs Schizophrenia",5.2848,0.372923,1.55243,1,-1.18864,0.0313836
"10357",8074307,"AK094477 // LOC100129113 // hypothetical protein LOC100129113 // 22q11.21 // 100","LOC100129113","AK094477",0.0425902,0.0425902,0.916028,-1.09167,"Control down vs Schizophrenia",4.63316,0.0960679,0.456167,1,-1.09167,0.0425902
"10392",8065248,"AK097497 // LOC100130264 // hypothetical LOC100130264 // 20p11.23 // 100130264","LOC100130264","AK097497",0.0102321,0.0102321,1.18357,1.18357,"Control up vs Schizophrenia",7.88862,0.354734,0.989293,1,1.18357,0.0102321
"10403",8056983,"NR_026966 // LOC100130691 // hypothetical LOC100130691 // 2q31.2 // 100130691 //","LOC100130691","NR_026966",0.0287952,0.0287952,0.836336,-1.19569,"Control down vs Schizophrenia",5.47301,0.398904,1.60349,1,-1.19569,0.0287952
"10422",8040221,"AF504647 // LOC100131506 // hypothetical LOC100131506 // 2p25.1 // 100131506 ///","LOC100131506","AF504647",0.0291992,0.0291992,0.889941,-1.12367,"Control down vs Schizophrenia",5.44241,0.169784,0.686324,1,-1.12367,0.0291992
"10428",8065120,"AF258585 // LOC100131642 // PP5241 // 20p12.1 // 100131642","LOC100131642","AF258585",0.0465336,0.0465336,0.917978,-1.08935,"Control down vs Schizophrenia",4.44889,0.0914677,0.452313,1,-1.08935,0.0465336
"10434",8095868,"AY358789 // LOC100131826 // TSSP3028 // 4q21.1 // 100131826","LOC100131826","AY358789",0.0061318,0.0061318,0.721548,-1.38591,"Control down vs Schizophrenia",9.18911,1.3301,3.18444,1,-1.38591,0.0061318
"10436",7991047,"AK097109 // LOC100131860 // hypothetical protein LOC100131860 // 15q25.2 // 1001","LOC100131860","AK097109",0.0291762,0.0291762,0.924975,-1.08111,"Control down vs Schizophrenia",5.44414,0.0759565,0.306944,1,-1.08111,0.0291762
"10439",7969794,"AY358798 // LOC100132099 // FRSS1829 // 13q32.3 // 100132099","LOC100132099","AY358798",0.0375939,0.0375939,0.886074,-1.12857,"Control down vs Schizophrenia",4.89644,0.182703,0.820897,1,-1.12857,0.0375939
"10468",7976554,"ENST00000420674 // LOC100133207 // hypothetical protein LOC100133207 // 14q32.13","LOC100133207","ENST00000420674",0.0106305,0.0106305,1.08996,1.08996,"Control up vs Schizophrenia",7.79441,0.0926668,0.261555,1,1.08996,0.0106305
"10469",8105989,"ENST00000360795 // LOC100133280 // similar to Putative POM121-like protein 1-lik","LOC100133280","ENST00000360795",0.014375,0.014375,0.562041,-1.77923,"Control down vs Schizophrenia",7.06375,4.14589,12.9124,1,-1.77923,0.014375
"10470",8105935,"ENST00000360795 // LOC100133280 // similar to Putative POM121-like protein 1-lik","LOC100133280","ENST00000360795",0.0155585,0.0155585,0.567755,-1.76132,"Control down vs Schizophrenia",6.87617,4.0016,12.8029,1,-1.76132,0.0155585
"10471",8112476,"ENST00000360795 // LOC100133280 // similar to Putative POM121-like protein 1-lik","LOC100133280","ENST00000360795",0.0176736,0.0176736,0.627522,-1.59357,"Control down vs Schizophrenia",6.57743,2.71162,9.06976,1,-1.59357,0.0176736
"10472",8105987,"ENST00000360795 // LOC100133280 // similar to Putative POM121-like protein 1-lik","LOC100133280","ENST00000360795",0.0311839,0.0311839,0.663361,-1.50748,"Control down vs Schizophrenia",5.29869,2.10374,8.73465,1,-1.50748,0.0311839
"10473",8112519,"ENST00000360795 // LOC100133280 // similar to Putative POM121-like protein 1-lik","LOC100133280","ENST00000360795",0.0392588,0.0392588,0.667426,-1.49829,"Control down vs Schizophrenia",4.80453,2.04158,9.34841,1,-1.49829,0.0392588
"10479",8061483,"NR_004846 // LOC100134868 // hypothetical LOC100134868 // 20p11.1 // 100134868","LOC100134868","NR_004846",0.000401869,0.000401869,0.704371,-1.41971,"Control down vs Schizophrenia",17.3588,1.53374,1.94381,1,-1.41971,0.000401869
"10480",8065537,"NR_004846 // LOC100134868 // hypothetical LOC100134868 // 20p11.1 // 100134868","LOC100134868","NR_004846",0.00347056,0.00347056,0.715535,-1.39755,"Control down vs Schizophrenia",10.7182,1.39918,2.87195,1,-1.39755,0.00347056
"10481",8015706,"NR_024461 // LOC100190938 // hypothetical LOC100190938 // 17q21.31 // 100190938 ","LOC100190938","NR_024461",0.00117441,0.00117441,1.16637,1.16637,"Control up vs Schizophrenia",13.8816,0.295759,0.468729,1,1.16637,0.00117441
"10486",8083652,"AY070437 // LOC100287290 // cytokine receptor CRL2 // 3q25.32 // 100287290","LOC100287290","AY070437",0.0449897,0.0449897,1.20546,1.20546,"Control up vs Schizophrenia",4.51885,0.436038,2.12285,1,1.20546,0.0449897
"10504",8060533,"NM_001167670 // LOC100288797 // hypothetical protein LOC100288797 // 20p13 // 10","LOC100288797","NM_001167670",0.00706555,0.00706555,1.18944,1.18944,"Control up vs Schizophrenia",8.82206,0.375848,0.93727,1,1.18944,0.00706555
"10532",7929114,"XM_061427 // LOC119358 // similar to hCG2040270 // 10q23.31 // 119358","LOC119358","XM_061427",0.0490134,0.0490134,0.8909,-1.12246,"Control down vs Schizophrenia",4.34184,0.166662,0.844471,1,-1.12246,0.0490134
"10544",8154727,"AF091236 // LOC138412 // solute carrier family 25 (mitochondrial carrier; adenin","LOC138412","AF091236",0.0244089,0.0244089,0.901907,-1.10876,"Control down vs Schizophrenia",5.83986,0.133117,0.501478,1,-1.10876,0.0244089
"10560",8040073,"NR_026832 // LOC150622 // hypothetical LOC150622 // 2p25.2 // 150622 /// BX64893","LOC150622","NR_026832",0.0300257,0.0300257,0.879398,-1.13714,"Control down vs Schizophrenia",5.38127,0.206267,0.843271,1,-1.13714,0.0300257
"10567",8089464,"ENST00000383686 // LOC151760 // hypothetical LOC151760 // 3q13.13 // 151760","LOC151760","ENST00000383686",0.00109865,0.00109865,0.451767,-2.21353,"Control down vs Schizophrenia",14.0875,7.88471,12.3133,1,-2.21353,0.00109865
"10572",8142692,"BC130604 // LOC154872 // hypothetical LOC154872 // 7q31.33 // 154872 /// ENST000","LOC154872","BC130604",0.00596005,0.00596005,0.878644,-1.13812,"Control down vs Schizophrenia",9.26333,0.209028,0.496431,1,-1.13812,0.00596005
"10575",8175442,"NR_026935 // LOC158696 // hypothetical LOC158696 // Xq26.3 // 158696","LOC158696","NR_026935",0.0186593,0.0186593,0.828891,-1.20643,"Control down vs Schizophrenia",6.45152,0.439817,1.4998,1,-1.20643,0.0186593
"10586",8005689,"NR_003554 // LOC220594 // TL132 protein // 17p11.2 // 220594 /// NR_003190 // LO","LOC220594","NR_003554",0.0457672,0.0457672,1.24999,1.24999,"Control up vs Schizophrenia",4.48329,0.621769,3.05109,1,1.24999,0.0457672
"10587",8119423,"NR_026938 // LOC221442 // adenylate cyclase 10 pseudogene // 6p21.1 // 221442 //","LOC221442","NR_026938",0.0123904,0.0123904,0.748877,-1.33533,"Control down vs Schizophrenia",7.42045,1.04433,3.09621,1,-1.33533,0.0123904
"10591",7955135,"NR_029449 // LOC255411 // hypothetical LOC255411 // 12q13.12 // 255411 /// NR_02","LOC255411","NR_029449",0.00536607,0.00536607,0.848133,-1.17906,"Control down vs Schizophrenia",9.5395,0.338832,0.781414,1,-1.17906,0.00536607
"10593",8110685,"NR_024158 // LOC25845 // hypothetical LOC25845 // 5p15.33 // 25845 /// AK074086 ","LOC25845","NR_024158",0.0202733,0.0202733,1.06627,1.06627,"Control up vs Schizophrenia",6.26057,0.0514227,0.180702,1,1.06627,0.0202733
"10594",7952805,"NR_024344 // LOC283174 // hypothetical LOC283174 // 11q25 // 283174 /// ENST0000","LOC283174","NR_024344",0.000365546,0.000365546,1.33295,1.33295,"Control up vs Schizophrenia",17.6835,1.03145,1.28323,1,1.33295,0.000365546
"10602",8011270,"ENST00000381977 // LOC284009 // hypothetical protein LOC284009 // 17p13.3 // 284","LOC284009","ENST00000381977",0.00458191,0.00458191,0.863104,-1.15861,"Control down vs Schizophrenia",9.96075,0.270665,0.59781,1,-1.15861,0.00458191
"10615",8043583,"AK057419 // LOC285033 // hypothetical protein LOC285033 // 2q11.2 // 285033","LOC285033","AK057419",0.0126893,0.0126893,0.858865,-1.16433,"Control down vs Schizophrenia",7.36283,0.289073,0.863744,1,-1.16433,0.0126893
"10617",8111203,"NR_027253 // LOC285696 // hypothetical LOC285696 // 5p15.1 // 285696 /// AK12519","LOC285696","NR_027253",0.000130266,0.000130266,1.38686,1.38686,"Control up vs Schizophrenia",21.4149,1.3357,1.37219,1,1.38686,0.000130266
"10642",8144420,"NR_027000 // LOC349196 // hypothetical LOC349196 // 8p23.1 // 349196 /// AK09041","LOC349196","NR_027000",0.0466931,0.0466931,1.36,1.36,"Control up vs Schizophrenia",4.44181,1.1807,5.84795,1,1.36,0.0466931
"10643",8144494,"NR_027000 // LOC349196 // hypothetical LOC349196 // 8p23.1 // 349196 /// AK09041","LOC349196","NR_027000",0.0466931,0.0466931,1.36,1.36,"Control up vs Schizophrenia",4.44181,1.1807,5.84795,1,1.36,0.0466931
"10644",8149228,"NR_027000 // LOC349196 // hypothetical LOC349196 // 8p23.1 // 349196 /// AK09041","LOC349196","NR_027000",0.0486686,0.0486686,1.33573,1.33573,"Control up vs Schizophrenia",4.35636,1.04646,5.28472,1,1.33573,0.0486686
"10673",7937014,"AK127642 // LOC387720 // hypothetical LOC387720 // 10q26.2 // 387720","LOC387720","AK127642",0.0390067,0.0390067,0.907195,-1.1023,"Control down vs Schizophrenia",4.81816,0.118467,0.540926,1,-1.1023,0.0390067
"10674",7942647,"ENST00000321844 // LOC387790 // hypothetical LOC387790 // 11q13.5 // 387790 /// ","LOC387790","ENST00000321844",0.000388349,0.000388349,1.17152,1.17152,"Control up vs Schizophrenia",17.4758,0.312959,0.393979,1,1.17152,0.000388349
"10675",7977270,"AK131040 // LOC388022 // hypothetical gene supported by AK131040 // 14q32.33 // ","LOC388022","AK131040",5.03e-05,5.03e-05,0.628524,-1.59103,"Control down vs Schizophrenia",25.1892,2.69307,2.3521,1,-1.59103,5.03e-05
"10740",8083707,"NM_001168214 // LOC401097 // Similar to LOC166075 // 3q25.33 // 401097 /// ENST0","LOC401097","NM_001168214",0.0119685,0.0119685,1.17433,1.17433,"Control up vs Schizophrenia",7.50448,0.322506,0.945452,1,1.17433,0.0119685
"10742",8094701,"NR_026854 // LOC401127 // WD repeat domain 5 pseudogene // 4p14 // 401127","LOC401127","NR_026854",0.0137971,0.0137971,0.907471,-1.10196,"Control down vs Schizophrenia",7.16169,0.117729,0.361652,1,-1.10196,0.0137971
"10755",8008110,"NR_033201 // LOC404266 // hypothetical LOC404266 // 17q21.32 // 404266 /// NR_03","LOC404266","NR_033201",0.0229552,0.0229552,1.18182,1.18182,"Control up vs Schizophrenia",5.97801,0.348527,1.28263,1,1.18182,0.0229552
"10775",7906988,"BC012108 // LOC440700 // carbonic anhydrase XIV (CA14) pseudogene // 1q24.1 // 4","LOC440700","BC012108",0.0289253,0.0289253,1.13762,1.13762,"Control up vs Schizophrenia",5.4631,0.207626,0.836115,1,1.13762,0.0289253
"10776",7911045,"ENST00000452677 // LOC440742 // hypothetical LOC440742 // 1q44 // 440742 /// AK1","LOC440742","ENST00000452677",0.0288093,0.0288093,1.0929,1.0929,"Control up vs Schizophrenia",5.47193,0.0985563,0.396247,1,1.0929,0.0288093
"10783",8080416,"NM_001124767 // LOC440957 // similar to CG32736-PA // 3p21.1 // 440957 /// ENST0","LOC440957","NM_001124767",0.0256001,0.0256001,0.919433,-1.08763,"Control down vs Schizophrenia",5.73335,0.0881135,0.338109,1,-1.08763,0.0256001
"10813",8162187,"BC068978 // LOC494127 // NFYC pseudogene // 9q21.33 // 494127","LOC494127","BC068978",0.00699843,0.00699843,0.721334,-1.38632,"Control down vs Schizophrenia",8.84661,1.33252,3.31376,1,-1.38632,0.00699843
"10851",8146633,"NR_027378 // LOC643763 // hypothetical LOC643763 // 8q12.3 // 643763 /// ENST000","LOC643763","NR_027378",0.033413,0.033413,1.44572,1.44572,"Control up vs Schizophrenia",5.14904,1.69676,7.24965,1,1.44572,0.033413
"10895",8155265,"XM_001724546 // LOC647013 // similar to potassium channel tetramerisation domain","LOC647013","XM_001724546",0.0383677,0.0383677,0.894338,-1.11815,"Control down vs Schizophrenia",4.85317,0.155734,0.70596,1,-1.11815,0.0383677
"10929",8123230,"NR_003288 // LOC729603 // calcium binding protein P22 pseudogene // 6q25.3 // 72","LOC729603","NR_003288",0.0126495,0.0126495,0.890517,-1.12294,"Control down vs Schizophrenia",7.37043,0.167906,0.501182,1,-1.12294,0.0126495
"10961",8054281,"NM_198461 // LONRF2 // LON peptidase N-terminal domain and ring finger 2 // 2q11","LONRF2","NM_198461",0.000345321,0.000345321,1.6741,1.6741,"Control up vs Schizophrenia",17.88,3.31577,4.07981,1,1.6741,0.000345321
"10972",8163257,"NM_057159 // LPAR1 // lysophosphatidic acid receptor 1 // 9q31.3 // 1902 /// NM_","LPAR1","NM_057159",0.0037595,0.0037595,0.656253,-1.5238,"Control down vs Schizophrenia",10.4979,2.21563,4.64317,1,-1.5238,0.0037595
"10973",8035703,"NM_004720 // LPAR2 // lysophosphatidic acid receptor 2 // 19p12 // 9170 /// ENST","LPAR2","NM_004720",0.00680939,0.00680939,1.2009,1.2009,"Control up vs Schizophrenia",8.91716,0.418554,1.03264,1,1.2009,0.00680939
"10981",7987230,"NM_153613 // LPCAT4 // lysophosphatidylcholine acyltransferase 4 // 15q14 // 254","LPCAT4","NM_153613",0.0217413,0.0217413,0.893841,-1.11877,"Control down vs Schizophrenia",6.10107,0.157288,0.567167,1,-1.11877,0.0217413
"10983",8034783,"NM_001008701 // LPHN1 // latrophilin 1 // 19p13.2 // 22859 /// NM_014921 // LPHN","LPHN1","NM_001008701",0.00696733,0.00696733,1.169,1.169,"Control up vs Schizophrenia",8.85807,0.304507,0.756276,1,1.169,0.00696733
"10984",7902565,"NM_012302 // LPHN2 // latrophilin 2 // 1p31.1 // 23266 /// ENST00000359929 // LP","LPHN2","NM_012302",0.00190662,0.00190662,0.770019,-1.29867,"Control down vs Schizophrenia",12.425,0.852925,1.51021,1,-1.29867,0.00190662
"10987",8022022,"NM_014646 // LPIN2 // lipin 2 // 18p11.31 // 9663 /// ENST00000261596 // LPIN2 /","LPIN2","NM_014646",0.00143594,0.00143594,0.855242,-1.16926,"Control down vs Schizophrenia",13.2688,0.30536,0.506294,1,-1.16926,0.00143594
"10989",8144917,"NM_000237 // LPL // lipoprotein lipase // 8p22 // 4023 /// ENST00000311322 // LP","LPL","NM_000237",0.00433177,0.00433177,0.572747,-1.74597,"Control down vs Schizophrenia",10.1121,3.87878,8.43871,1,-1.74597,0.00433177
"10991",8084742,"NM_005578 // LPP // LIM domain containing preferred translocation partner in lip","LPP","NM_005578",0.0144523,0.0144523,0.784085,-1.27537,"Control down vs Schizophrenia",7.05098,0.738859,2.30534,1,-1.27537,0.0144523
"10993",8025877,"NM_022737 // LPPR2 // lipid phosphate phosphatase-related protein type 2 // 19p1","LPPR2","NM_022737",0.0248074,0.0248074,1.16027,1.16027,"Control up vs Schizophrenia",5.8036,0.275974,1.04615,1,1.16027,0.0248074
"10995",7903214,"NM_014839 // LPPR4 // lipid phosphate phosphatase-related protein type 4 // 1p21","LPPR4","NM_014839",0.0229138,0.0229138,1.40433,1.40433,"Control up vs Schizophrenia",5.98209,1.43988,5.29536,1,1.40433,0.0229138
"10998",7924184,"NR_027285 // LQK1 // hypothetical LOC642946 // 1q32.3 // 642946 /// NR_027286 //","LQK1","NR_027285",0.0379018,0.0379018,0.842362,-1.18714,"Control down vs Schizophrenia",4.8791,0.367501,1.65707,1,-1.18714,0.0379018
"10999",8097920,"NM_004744 // LRAT // lecithin retinol acyltransferase (phosphatidylcholine--reti","LRAT","NM_004744",0.034416,0.034416,1.42958,1.42958,"Control up vs Schizophrenia",5.08532,1.595,6.90028,1,1.42958,0.034416
"11000",8103106,"NM_006726 // LRBA // LPS-responsive vesicle trafficking, beach and anchor contai","LRBA","NM_006726",0.0326293,0.0326293,0.910204,-1.09865,"Control down vs Schizophrenia",5.20034,0.110548,0.467673,1,-1.09865,0.0326293
"11003",8085000,"NM_032773 // LRCH3 // leucine-rich repeats and calponin homology (CH) domain con","LRCH3","NM_032773",0.0268581,0.0268581,0.910149,-1.09872,"Control down vs Schizophrenia",5.62672,0.11069,0.43279,1,-1.09872,0.0268581
"11004",8141535,"NM_002319 // LRCH4 // leucine-rich repeats and calponin homology (CH) domain con","LRCH4","NM_002319",0.00958587,0.00958587,0.914393,-1.09362,"Control down vs Schizophrenia",8.05041,0.100023,0.27334,1,-1.09362,0.00958587
"11006",8036707,"NM_020862 // LRFN1 // leucine rich repeat and fibronectin type III domain contai","LRFN1","NM_020862",2.89e-07,2.89e-07,1.33244,1.33244,"Control up vs Schizophrenia",52.5915,1.02873,0.430338,1,1.33244,2.89e-07
"11007",8119390,"NM_020737 // LRFN2 // leucine rich repeat and fibronectin type III domain contai","LRFN2","NM_020737",0.00152387,0.00152387,1.14971,1.14971,"Control up vs Schizophrenia",13.09,0.243064,0.408512,1,1.14971,0.00152387
"11009",8028112,"NM_024509 // LRFN3 // leucine rich repeat and fibronectin type III domain contai","LRFN3","NM_024509",0.00277649,0.00277649,1.22338,1.22338,"Control up vs Schizophrenia",11.3421,0.507629,0.984637,1,1.22338,0.00277649
"11010",7941743,"NM_024036 // LRFN4 // leucine rich repeat and fibronectin type III domain contai","LRFN4","NM_024036",0.0242391,0.0242391,1.11579,1.11579,"Control up vs Schizophrenia",5.85552,0.149915,0.563253,1,1.11579,0.0242391
"11014",8088642,"NM_015541 // LRIG1 // leucine-rich repeats and immunoglobulin-like domains 1 // ","LRIG1","NM_015541",0.00750762,0.00750762,1.14093,1.14093,"Control up vs Schizophrenia",8.66656,0.217075,0.551043,1,1.14093,0.00750762
"11019",8096839,"NM_198506 // LRIT3 // leucine-rich repeat, immunoglobulin-like and transmembrane","LRIT3","NM_198506",0.0496586,0.0496586,0.881411,-1.13454,"Control down vs Schizophrenia",4.315,0.198992,1.01456,1,-1.13454,0.0496586
"11023",8130142,"NM_032832 // LRP11 // low density lipoprotein receptor-related protein 11 // 6q2","LRP11","NM_032832",0.0100922,0.0100922,1.12879,1.12879,"Control up vs Schizophrenia",7.92265,0.183283,0.508949,1,1.12879,0.0100922
"11026",8055496,"NM_018557 // LRP1B // low density lipoprotein receptor-related protein 1B // 2q2","LRP1B","NM_018557",0.0014632,0.0014632,1.35696,1.35696,"Control up vs Schizophrenia",13.2121,1.16358,1.93752,1,1.35696,0.0014632
"11028",8103986,"NM_018409 // LRP2BP // LRP2 binding protein // 4q35.1 // 55805 /// ENST000003285","LRP2BP","NM_018409",0.0332139,0.0332139,1.26904,1.26904,"Control up vs Schizophrenia",5.16194,0.708933,3.02145,1,1.26904,0.0332139
"11031",7942007,"NM_002335 // LRP5 // low density lipoprotein receptor-related protein 5 // 11q13","LRP5","NM_002335",0.0252866,0.0252866,0.892157,-1.12088,"Control down vs Schizophrenia",5.76084,0.16262,0.621028,1,-1.12088,0.0252866
"11043",7973468,"NM_138360 // LRRC16B // leucine rich repeat containing 16B // 14q11.2 // 90668 /","LRRC16B","NM_138360",1.59e-07,1.59e-07,1.20353,1.20353,"Control up vs Schizophrenia",56.6992,0.428623,0.166311,1,1.20353,1.59e-07
