Column#	Transcript ID	gene assignment	Gene Symbol	RefSeq	p-value (TYPE)	p-value (Subject ID (type))	p-value (Subjec ID (TYPE))	Ratio (Control vs SCZD)	Fold-Change (Control vs SCZD)	Fold-Change (Control vs SCZD) Description	F (Subject ID (TYPE)	SS (Subject ID (TYPE))	F (TYPE)	SS (TYPE)	SS (ERROR)	Flag
24641	8101507	NM_006168 // NKX6-1 // NK6 homeobox 1 // 4q21.2-q22 // 4825 /// ENST00000295886 	NKX6-1	NM_006168	0.00160051	7.38E-05	0.00160051	1.80739	1.80739	Control up vs SZD	10.7635	0.886598	29.607	4.37492	0.219655	1
29827	8150433	NM_152568 // NKX6-3 // NK6 homeobox 3 // 8p11.21 // 157848 /// ENST00000343444 /	NKX6-3	NM_152568	0.0401535	0.51765	0.0401535	1.08774	1.08774	Control up vs SZD	0.901494	0.0778318	6.80889	0.0883248	0.230231	1
15662	8011884	"NM_033004 // NLRP1 // NLR family, pyrin domain containing 1 // 17p13.2 // 22861 "	NLRP1	NM_033004	0.000460891	0.565409	0.000460891	1.28109	1.28109	Control up vs SZD	0.827584	0.0968124	47.4925	0.76631	0.311952	1
18455	8039557	"NM_176810 // NLRP13 // NLR family, pyrin domain containing 13 // 19q13.43 // 126"	NLRP13	NM_176810	0.00969684	0.910734	0.00969684	1.12488	1.12488	Control up vs SZD	0.331022	0.0744421	13.9388	0.172939	0.599696	1
23157	8086899	"NM_005793 // NME6 // non-metastatic cells 6, protein expressed in (nucleoside-di"	NME6	NM_005793	0.002109	0.927338	0.002109	1.10553	1.10553	Control up vs SZD	0.300988	0.0284003	26.5538	0.125689	0.251618	1
23532	8091087	NM_178177 // NMNAT3 // nicotinamide nucleotide adenylyltransferase 3 // 3q23 // 	NMNAT3	NM_178177	0.00771368	0.17756	0.00771368	1.28097	1.28097	Control up vs SZD	1.73204	0.297471	15.4441	0.765694	0.45799	1
28535	8138842	NM_006092 // NOD1 // nucleotide-binding oligomerization domain containing 1 // 7	NOD1	NM_006092	0.00391647	0.000240618	0.00391647	1.50507	1.50507	Control up vs SZD	8.81186	0.606556	20.6483	2.08739	0.183557	1
15378	8008627	NM_005450 // NOG // noggin // 17q21-q22 // 9241 /// ENST00000332822 // NOG // no	NOG	NM_005450	0.00279256	0.000531416	0.00279256	1.75127	1.75127	Control up vs SZD	7.65304	0.991712	23.7232	3.92109	0.345558	1
19564	8050255	NM_024894 // NOL10 // nucleolar protein 10 // 2p25.1 // 79954 /// ENST0000034598	NOL10	NM_024894	0.0283488	0.350442	0.0283488	0.845004	-1.18343	Control down vs SZD	1.21146	0.257636	8.249	0.354207	0.567107	1
31352	8165217	"NM_017617 // NOTCH1 // Notch homolog 1, translocation-associated (Drosophila) //"	NOTCH1	NM_017617	0.0135742	1.30E-06	0.0135742	1.9025	1.9025	Control up vs SZD	20.0488	2.59879	11.9269	5.16591	0.345662	1
27171	8125383	NM_004557 // NOTCH4 // Notch homolog 4 (Drosophila) // 6p21.3 // 4855 /// ENST00	NOTCH4	NM_004557	0.0495654	0.847259	0.0495654	1.06842	1.06842	Control up vs SZD	0.431477	0.0545195	6.01888	0.0546911	0.336948	1
9684	7950933	NR_026571 // NOX4 // NADPH oxidase 4 // 11q14.2-q21 // 50507 /// NM_016931 // NO	NOX4	NR_026571	0.012501	0.0429128	0.012501	0.648057	-1.54307	Control down vs SZD	2.87005	1.13714	12.3986	2.34981	1.05656	1
31365	8165406	"NM_015392 // NPDC1 // neural proliferation, differentiation and control, 1 // 9q"	NPDC1	NM_015392	0.0114813	0.514812	0.0114813	1.15769	1.15769	Control up vs SZD	0.90603	0.124544	12.8999	0.267768	0.366565	1
13913	7993404	NM_006985 // NPIP // nuclear pore complex interacting protein // 16p13-p11 // 92	NPIP	NM_006985	0.035884	0.21211	0.035884	1.11737	1.11737	Control up vs SZD	1.596	0.127197	7.25507	0.153804	0.212526	1
13921	7993546	NM_006985 // NPIP // nuclear pore complex interacting protein // 16p13-p11 // 92	NPIP	NM_006985	0.0307501	0.192455	0.0307501	1.12655	1.12655	Control up vs SZD	1.67033	0.134725	7.89694	0.177319	0.215086	1
14501	7999766	NM_006985 // NPIP // nuclear pore complex interacting protein // 16p13-p11 // 92	NPIP	NM_006985	0.0314781	0.302733	0.0314781	1.13288	1.13288	Control up vs SZD	1.32418	0.149571	7.79745	0.194378	0.301209	1
14502	7999769	NM_006985 // NPIP // nuclear pore complex interacting protein // 16p13-p11 // 92	NPIP	NM_006985	0.0272156	0.207103	0.0272156	1.12041	1.12041	Control up vs SZD	1.61425	0.114911	8.42939	0.161438	0.189827	1
13958	7994026	NM_130464 // NPIPL3 // nuclear pore complex interacting protein-like 3 // 16p12.	NPIPL3	NM_130464	0.0451075	0.263774	0.0451075	1.11966	1.11966	Control up vs SZD	1.4296	0.150372	6.36524	0.159526	0.280493	1
13990	7994371	ENST00000446615 // NPIPL3 // nuclear pore complex interacting protein-like 3 // 	NPIPL3	ENST00000446615	0.038709	0.372453	0.038709	1.123	1.123	Control up vs SZD	1.16418	0.145038	6.95239	0.16806	0.332223	1
24117	8096704	NM_001033047 // NPNT // nephronectin // 4q24 // 255743 /// ENST00000379987 // NP	NPNT	NM_001033047	0.00112074	0.19595	0.00112074	1.39146	1.39146	Control up vs SZD	1.65656	0.240574	33.9912	1.3629	0.387266	1
14753	8002303	"NM_000903 // NQO1 // NAD(P)H dehydrogenase, quinone 1 // 16q22.1 // 1728 /// NM_"	NQO1	NM_000903	0.046958	4.27E-07	0.046958	0.545513	-1.83314	Control down vs SZD	23.544	4.42712	6.21607	4.58655	0.501431	1
11103	7965523	"NM_003297 // NR2C1 // nuclear receptor subfamily 2, group C, member 1 // 12q22 /"	NR2C1	NM_003297	0.0384942	0.00629275	0.0384942	0.822677	-1.21554	Control down vs SZD	4.67104	0.409329	6.97434	0.4758	0.233683	1
25207	8106923	"NM_005654 // NR2F1 // nuclear receptor subfamily 2, group F, member 1 // 5q14 //"	NR2F1	NM_005654	0.0285292	0.00250503	0.0285292	1.30504	1.30504	Control up vs SZD	5.68196	0.64601	8.22118	0.885161	0.303186	1
20135	8055952	"NM_006186 // NR4A2 // nuclear receptor subfamily 4, group A, member 2 // 2q22-q2"	NR4A2	NM_006186	0.0275674	1.06E-06	0.0275674	0.571973	-1.74833	Control down vs SZD	20.6544	2.79322	8.37233	3.89762	0.360629	1
18615	8040927	NM_013392 // NRBP1 // nuclear receptor binding protein 1 // 2p23 // 29959 /// EN	NRBP1	NM_013392	0.0248667	0.0830804	0.0248667	0.878265	-1.13861	Control down vs SZD	2.32584	0.142859	8.83764	0.210423	0.163793	1
29276	8145736	NM_013958 // NRG1 // neuregulin 1 // 8p12 // 3084 /// NM_001160004 // NRG1 // ne	NRG1	NM_013958	0.0038477	0.000123485	0.0038477	0.591408	-1.69088	Control down vs SZD	9.87823	0.99381	20.8008	3.44534	0.268283	1
14199	7996715	NM_198443 // NRN1L // neuritin 1-like // 16q22.1 // 123904 /// ENST00000339176 /	NRN1L	NM_198443	0.0407362	0.834261	0.0407362	1.07385	1.07385	Control up vs SZD	0.450435	0.0563322	6.75296	0.0634015	0.333498	1
19332	8047738	NM_201266 // NRP2 // neuropilin 2 // 2q33.3 // 8828 /// NM_003872 // NRP2 // neu	NRP2	NM_201266	0.00770772	1.04E-07	0.00770772	0.463684	-2.15664	Control down vs SZD	28.719	2.86475	15.4494	7.37642	0.266003	1
6921	7924172	"NM_015471 // NSL1 // NSL1, MIND kinetochore complex component, homolog (S. cerev"	NSL1	NM_015471	0.0356625	0.0225576	0.0356625	1.16705	1.16705	Control up vs SZD	3.43311	0.245621	7.28015	0.298026	0.190786	1
4650	7901219	"NM_199044 // NSUN4 // NOL1/NOP2/Sun domain family, member 4 // 1p34 // 387338 //"	NSUN4	NM_199044	0.0189178	0.00430745	0.0189178	0.853742	-1.17131	Control down vs SZD	5.07403	0.184504	10.1543	0.312252	0.0969665	1
26671	8120967	"NM_002526 // NT5E // 5'-nucleotidase, ecto (CD73) // 6q14-q21 // 4907 /// ENST00"	NT5E	NM_002526	0.0154406	1.02E-09	0.0154406	0.439279	-2.27646	Control down vs SZD	53.8098	4.52114	11.2151	8.45081	0.224055	1
9940	7953284	NM_002527 // NTF3 // neurotrophin 3 // 12p13 // 4908 /// NM_001102654 // NTF3 //	NTF3	NM_002527	0.025905	0.00530021	0.025905	0.74154	-1.34855	Control down vs SZD	4.85136	0.774464	8.65106	1.11666	0.425703	1
14982	8004880	NM_004822 // NTN1 // netrin 1 // 17p13-p12 // 9423 /// ENST00000173229 // NTN1 /	NTN1	NM_004822	0.0155884	7.11E-07	0.0155884	1.97899	1.97899	Control up vs SZD	21.888	3.12725	11.1636	5.81858	0.381	1
13891	7993185	"NM_002484 // NUBP1 // nucleotide binding protein 1 (MinD homolog, E. coli) // 16"	NUBP1	NM_002484	0.0475774	0.299564	0.0475774	1.14162	1.14162	Control up vs SZD	1.33225	0.2131	6.16791	0.219063	0.426545	1
13802	7992388	"NM_012225 // NUBP2 // nucleotide binding protein 2 (MinD homolog, E. coli) // 16"	NUBP2	NM_012225	0.0461253	0.34884	0.0461253	1.14505	1.14505	Control up vs SZD	1.21501	0.218831	6.28219	0.229123	0.480283	1
25884	8113413	NM_031438 // NUDT12 // nudix (nucleoside diphosphate linked moiety X)-type motif	NUDT12	NM_031438	0.0489562	0.118471	0.0489562	1.24385	1.24385	Control up vs SZD	2.04508	0.588405	6.06368	0.59465	0.767246	1
13871	7993019	NM_032349 // NUDT16L1 // nudix (nucleoside diphosphate linked moiety X)-type mot	NUDT16L1	NM_032349	0.0387687	0.501446	0.0387687	1.10359	1.10359	Control up vs SZD	0.927647	0.104812	6.94631	0.121343	0.3013	1
6416	7919193	NR_002212 // NUDT4P1 // nudix (nucleoside diphosphate linked moiety X)-type moti	NUDT4P1	NR_002212	0.027766	0.00020585	0.027766	1.27012	1.27012	Control up vs SZD	9.05359	0.513638	8.34054	0.714003	0.151288	1
15856	8013908	NM_020772 // NUFIP2 // nuclear fragile X mental retardation protein interacting 	NUFIP2	NM_020772	0.0246902	0.578586	0.0246902	0.892974	-1.11985	Control down vs SZD	0.807907	0.108239	8.87039	0.160021	0.357267	1
18168	8036923	NM_004756 // NUMBL // numb homolog (Drosophila)-like // 19q13.13-q13.2 // 9253 /	NUMBL	NM_004756	0.0473233	0.0436184	0.0473233	1.14236	1.14236	Control up vs SZD	2.85623	0.214527	6.18756	0.221233	0.200289	1
15492	8009761	NM_024844 // NUP85 // nucleoporin 85kDa // 17q25.1 // 79902 /// ENST00000245544 	NUP85	NM_024844	0.00526801	0.331297	0.00526801	1.07872	1.07872	Control up vs SZD	1.25486	0.0236051	18.2256	0.0717029	0.0501625	1
14132	7995843	NM_014669 // NUP93 // nucleoporin 93kDa // 16q13 // 9688 /// ENST00000308159 // 	NUP93	NM_014669	0.0219671	0.00014952	0.0219671	0.737618	-1.35572	Control down vs SZD	9.56345	0.736742	9.41942	1.15661	0.205433	1
9119	7945902	NM_016320 // NUP98 // nucleoporin 98kDa // 11p15.5 // 4928 /// NM_139132 // NUP9	NUP98	NM_016320	0.024636	0.210927	0.024636	0.900828	-1.11009	Control down vs SZD	1.60027	0.0920362	8.88052	0.136221	0.153368	1
8091	7936134	NM_024928 // OBFC1 // oligonucleotide/oligosaccharide-binding fold containing 1 	OBFC1	NM_024928	0.0348921	0.450409	0.0348921	0.87093	-1.1482	Control down vs SZD	1.01445	0.194184	7.36906	0.238493	0.510451	1
27734	8131349	NM_001097622 // OCM // oncomodulin // 7p22.1 // 654231 /// NM_006188 // OCM2 // 	OCM	NM_001097622	0.0303472	0.415921	0.0303472	1.11648	1.11648	Control up vs SZD	1.0777	0.114376	7.95338	0.151613	0.283011	1
23992	8095456	"NM_017855 // ODAM // odontogenic, ameloblast asssociated // 4q13.3 // 54959 /// "	ODAM	NM_017855	0.0357397	0.585584	0.0357397	1.08001	1.08001	Control up vs SZD	0.797565	0.0610496	7.27138	0.0739858	0.20412	1
9660	7950701	"NM_001098816 // ODZ4 // odz, odd Oz/ten-m homolog 4 (Drosophila) // 11q14.1 // 2"	ODZ4	NM_001098816	0.0189631	2.56E-08	0.0189631	1.58393	1.58393	Control up vs SZD	34.8818	1.56265	10.1423	2.64146	0.119462	1
29857	8150785	"NM_000912 // OPRK1 // opioid receptor, kappa 1 // 8q11.2 // 4986 /// ENST0000026"	OPRK1	NM_000912	0.0338799	0.11177	0.0338799	0.884699	-1.13033	Control down vs SZD	2.09069	0.15014	7.48998	0.187424	0.191503	1
26901	8122887	"NM_000914 // OPRM1 // opioid receptor, mu 1 // 6q24-q25 // 4988 /// NM_001008504"	OPRM1	NM_000914	0.0305178	0.292206	0.0305178	0.893998	-1.11857	Control down vs SZD	1.35131	0.118645	7.92937	0.156797	0.234134	1
9196	7946330	"NM_001004461 // OR10A6 // olfactory receptor, family 10, subfamily A, member 6 /"	OR10A6	NM_001004461	0.00725852	0.873554	0.00725852	1.12823	1.12823	Control up vs SZD	0.391806	0.0687568	15.8641	0.181794	0.467965	1
17125	8026483	"NM_013939 // OR10H2 // olfactory receptor, family 10, subfamily H, member 2 // 1"	OR10H2	NM_013939	0.0136996	0.975968	0.0136996	1.11586	1.11586	Control up vs SZD	0.187672	0.0758249	11.875	0.15007	1.07741	1
6653	7921445	"NM_001004467 // OR10J3 // olfactory receptor, family 10, subfamily J, member 3 /"	OR10J3	NM_001004467	0.0052489	0.83312	0.0052489	1.12201	1.12201	Control up vs SZD	0.452083	0.0544038	18.2539	0.165513	0.320907	1
11844	7972981	"NM_001005239 // OR11H1 // olfactory receptor, family 11, subfamily H, member 1 /"	OR11H1	NM_001005239	0.0089294	0.989732	0.0089294	1.06138	1.06138	Control up vs SZD	0.134359	0.0183768	14.4679	0.0443123	0.364731	1
12314	7977472	"NM_001005239 // OR11H1 // olfactory receptor, family 11, subfamily H, member 1 /"	OR11H1	NM_001005239	0.00437661	0.966455	0.00437661	1.07784	1.07784	Control up vs SZD	0.215193	0.0213601	19.7121	0.0701757	0.264694	1
21909	8074194	"NM_001005239 // OR11H1 // olfactory receptor, family 11, subfamily H, member 1 /"	OR11H1	NM_001005239	0.0089294	0.989732	0.0089294	1.06138	1.06138	Control up vs SZD	0.134359	0.0183768	14.4679	0.0443123	0.364731	1
27105	8124645	"NM_030959 // OR12D3 // olfactory receptor, family 12, subfamily D, member 3 // 6"	OR12D3	NM_030959	0.0357222	0.670566	0.0357222	1.12045	1.12045	Control up vs SZD	0.676663	0.133245	7.27336	0.161523	0.525107	1
5657	7911271	"NM_001001918 // OR14C36 // olfactory receptor, family 14, subfamily C, member 36"	OR14C36	NM_001001918	0.0232334	0.714462	0.0232334	1.19357	1.19357	Control up vs SZD	0.616384	0.256311	9.15337	0.391019	1.10888	1
7081	7925732	"NM_012353 // OR1C1 // olfactory receptor, family 1, subfamily C, member 1 // 1q4"	OR1C1	NM_012353	0.00321293	0.667751	0.00321293	0.840215	-1.19017	Control down vs SZD	0.680562	0.101362	22.4059	0.378517	0.397169	1
30607	8157668	"NM_054107 // OR1J2 // olfactory receptor, family 1, subfamily J, member 2 // 9q3"	OR1J2	NM_054107	0.0267525	0.954141	0.0267525	0.922545	-1.08396	Control down vs SZD	0.245611	0.0572527	8.50604	0.0811657	0.621607	1
30613	8157684	"NM_001005234 // OR1L3 // olfactory receptor, family 1, subfamily L, member 3 // "	OR1L3	NM_001005234	0.0106034	0.947977	0.0106034	1.11056	1.11056	Control up vs SZD	0.25939	0.0615711	13.3817	0.137321	0.632984	1
8303	7938170	"NM_001004489 // OR2AG1 // olfactory receptor, family 2, subfamily AG, member 1 /"	OR2AG1	NM_001004489	0.0222245	0.972902	0.0222245	1.05878	1.05878	Control up vs SZD	0.197061	0.0261026	9.3637	0.0407362	0.353226	1
26376	8117714	"NM_001005216 // OR2J3 // olfactory receptor, family 2, subfamily J, member 3 // "	OR2J3	NM_001005216	0.0428303	0.619864	0.0428303	1.13094	1.13094	Control up vs SZD	0.747869	0.172918	6.56056	0.189073	0.616572	1
26378	8117718	"NM_001005216 // OR2J3 // olfactory receptor, family 2, subfamily J, member 3 // "	OR2J3	NM_001005216	0.0416722	0.688494	0.0416722	1.30178	1.30178	Control up vs SZD	0.651942	0.781921	6.66535	0.86863	3.19833	1
31435	8177694	"NM_001005216 // OR2J3 // olfactory receptor, family 2, subfamily J, member 3 // "	OR2J3	NM_001005216	0.0158512	0.776801	0.0158512	1.16144	1.16144	Control up vs SZD	0.531167	0.15155	11.0738	0.279706	0.760839	1
31572	8179003	"NM_001005216 // OR2J3 // olfactory receptor, family 2, subfamily J, member 3 // "	OR2J3	NM_001005216	0.0158512	0.776801	0.0158512	1.16144	1.16144	Control up vs SZD	0.531167	0.15155	11.0738	0.279706	0.760839	1
5659	7911276	"NM_001005471 // OR2T6 // olfactory receptor, family 2, subfamily T, member 6 // "	OR2T6	NM_001005471	0.0363274	0.902543	0.0363274	1.11031	1.11031	Control up vs SZD	0.345057	0.113862	7.20547	0.136738	0.879943	1
26198	8116500	"ENST00000329365 // OR2V1 // olfactory receptor, family 2, subfamily V, member 1 "	OR2V1	ENST00000329365	0.000376942	0.997488	0.000376942	0.909438	-1.09958	Control down vs SZD	0.0796581	0.0132022	51.1443	0.112537	0.441964	1
26195	8116482	"NM_001001657 // OR2Y1 // olfactory receptor, family 2, subfamily Y, member 1 // "	OR2Y1	NM_001001657	0.00376094	0.914067	0.00376094	1.14047	1.14047	Control up vs SZD	0.325178	0.0616503	20.9985	0.215761	0.505572	1
9353	7948039	"NM_001005513 // OR4C45 // olfactory receptor, family 4, subfamily C, member 45 /"	OR4C45	NM_001005513	0.0354518	0.25849	0.0354518	1.09613	1.09613	Control up vs SZD	1.44505	0.0864255	7.30421	0.105212	0.159488	1
13282	7986530	"NM_001005326 // OR4F6 // olfactory receptor, family 4, subfamily F, member 6 // "	OR4F6	NM_001005326	0.0417345	0.884951	0.0417345	1.10479	1.10479	Control up vs SZD	0.373889	0.111735	6.65962	0.124018	0.796919	1
11848	7973006	"ENST00000316004 // OR4H12P // olfactory receptor, family 4, subfamily H, member "	OR4H12P	ENST00000316004	0.0179326	0.762953	0.0179326	1.19298	1.19298	Control up vs SZD	0.550182	0.223759	10.4266	0.38884	1.08454	1
16499	8020354	"NM_001005486 // OR4K15 // olfactory receptor, family 4, subfamily K, member 15 /"	OR4K15	NM_001005486	0.00931245	0.951654	0.00931245	1.10993	1.10993	Control up vs SZD	0.251265	0.0574132	14.1965	0.135845	0.609324	1
11852	7973014	"NM_001005483 // OR4K5 // olfactory receptor, family 4, subfamily K, member 5 // "	OR4K5	NM_001005483	0.000902943	0.82816	0.000902943	1.18971	1.18971	Control up vs SZD	0.459219	0.0612459	36.9155	0.376821	0.355653	1
12752	7981781	"NM_001004719 // OR4M2 // olfactory receptor, family 4, subfamily M, member 2 // "	OR4M2	NM_001004719	0.0328301	0.51285	0.0328301	1.22719	1.22719	Control up vs SZD	0.909177	0.41212	7.62064	0.523436	1.20877	1
9140	7946013	"NM_001005237 // OR51G1 // olfactory receptor, family 51, subfamily G, member 1 /"	OR51G1	NM_001005237	0.00249209	0.997217	0.00249209	0.893879	-1.11872	Control down vs SZD	0.0826722	0.0379653	24.839	0.15717	1.22461	1
9169	7946117	"NM_001005179 // OR56A4 // olfactory receptor, family 56, subfamily A, member 4 /"	OR56A4	NM_001005179	0.023473	0.596153	0.023473	1.19234	1.19234	Control up vs SZD	0.78208	0.254673	9.10523	0.386476	0.868361	1
12338	7977655	"NM_001004731 // OR5AU1 // olfactory receptor, family 5, subfamily AU, member 1 /"	OR5AU1	NM_001004731	0.0467014	0.413844	0.0467014	0.901102	-1.10975	Control down vs SZD	1.08165	0.130298	6.23628	0.135429	0.321232	1
22591	8081210	"NM_001004736 // OR5K1 // olfactory receptor, family 5, subfamily K, member 1 // "	OR5K1	NM_001004736	0.0361091	0.70957	0.0361091	1.15657	1.15657	Control up vs SZD	0.623068	0.219281	7.22978	0.264226	0.938501	1
9388	7948150	"NM_001004740 // OR5M1 // olfactory receptor, family 5, subfamily M, member 1 // "	OR5M1	NM_001004740	0.0234619	0.753878	0.0234619	1.0949	1.0949	Control up vs SZD	0.562598	0.0676245	9.10744	0.102648	0.320535	1
9383	7948137	"NM_001005282 // OR5M8 // olfactory receptor, family 5, subfamily M, member 8 // "	OR5M8	NM_001005282	0.0160216	0.734368	0.0160216	1.16928	1.16928	Control up vs SZD	0.589226	0.166348	11.0166	0.305433	0.752842	1
10214	7955991	"NM_054104 // OR6C3 // olfactory receptor, family 6, subfamily C, member 3 // 12q"	OR6C3	NM_054104	0.0333357	0.993066	0.0333357	1.07105	1.07105	Control up vs SZD	0.115773	0.04672	7.55701	0.058844	1.07613	1
6642	7921362	"NM_001160325 // OR6P1 // olfactory receptor, family 6, subfamily P, member 1 // "	OR6P1	NM_001160325	0.00514386	0.974311	0.00514386	1.13515	1.13515	Control up vs SZD	0.192818	0.0653923	18.4117	0.200664	0.904376	1
29039	8143555	"NM_001001658 // OR9A2 // olfactory receptor, family 9, subfamily A, member 2 // "	OR9A2	NM_001001658	0.0452079	0.243782	0.0452079	1.17643	1.17643	Control up vs SZD	1.48977	0.311185	6.35693	0.329697	0.557015	1
28140	8135172	NM_001126340 // ORAI2 // ORAI calcium release-activated calcium modulator 2 // 7	ORAI2	NM_001126340	0.00576568	0.0631939	0.00576568	1.27411	1.27411	Control up vs SZD	2.54748	0.250774	17.5346	0.73287	0.262507	1
16103	8016336	NM_145798 // OSBPL7 // oxysterol binding protein-like 7 // 17q21 // 114881 /// E	OSBPL7	NM_145798	0.00649037	0.920553	0.00649037	1.08697	1.08697	Control up vs SZD	0.313553	0.0312808	16.6595	0.0868536	0.266034	1
24802	8103011	NM_199324 // OTUD4 // OTU domain containing 4 // 4q31.21 // 54726 /// NM_0011026	OTUD4	NM_199324	0.0245685	0.341966	0.0245685	1.17552	1.17552	Control up vs SZD	1.2304	0.220324	8.89318	0.326563	0.477512	1
29449	8147262	NM_016023 // OTUD6B // OTU domain containing 6B // 8q21.3 // 51633 /// AK293843 	OTUD6B	NM_016023	0.0475169	0.155435	0.0475169	1.16075	1.16075	Control up vs SZD	1.83435	0.269728	6.17258	0.277486	0.392114	1
22363	8078738	NM_005109 // OXSR1 // oxidative-stress responsive 1 // 3p22-p21.3 // 9943 /// EN	OXSR1	NM_005109	0.0182155	0.175672	0.0182155	0.824127	-1.21341	Control down vs SZD	1.74024	0.270965	10.3464	0.467251	0.415216	1
8522	7940005	"NM_002559 // P2RX3 // purinergic receptor P2X, ligand-gated ion channel, 3 // 11"	P2RX3	NM_002559	0.0244719	0.00338814	0.0244719	0.733281	-1.36373	Control down vs SZD	5.33853	0.809218	8.91135	1.20187	0.404215	1
23575	8091523	"NM_176894 // P2RY13 // purinergic receptor P2Y, G-protein coupled, 13 // 3q24 //"	P2RY13	NM_176894	0.0286379	0.359574	0.0286379	1.18025	1.18025	Control up vs SZD	1.19153	0.250831	8.20453	0.342991	0.561364	1
20742	8062890	"NM_001124756 // PABPC1L // poly(A) binding protein, cytoplasmic 1-like // --- //"	PABPC1L	NM_001124756	0.0390853	0.0970879	0.0390853	1.15126	1.15126	Control up vs SZD	2.20172	0.215016	6.91431	0.247781	0.260422	1
22181	8076533	NM_007229 // PACSIN2 // protein kinase C and casein kinase substrate in neurons 	PACSIN2	NM_007229	0.0412905	0.0529844	0.0412905	0.869875	-1.14959	Control down vs SZD	2.69295	0.217315	6.70075	0.242696	0.215194	1
7992	7934945	NM_148977 // PANK1 // pantothenate kinase 1 // 10q23.31 // 53354 /// NM_148978 /	PANK1	NM_148977	0.0143527	0.146209	0.0143527	1.13879	1.13879	Control up vs SZD	1.88158	0.108974	11.6149	0.210954	0.154443	1
30593	8157487	"NM_002581 // PAPPA // pregnancy-associated plasma protein A, pappalysin 1 // 9q3"	PAPPA	NM_002581	0.0156987	1.14E-09	0.0156987	0.315927	-3.16529	Control down vs SZD	53.0042	8.94154	11.1257	16.5802	0.449853	1
24708	8102214	NM_005443 // PAPSS1 // 3'-phosphoadenosine 5'-phosphosulfate synthase 1 // 4q24 	PAPSS1	NM_005443	0.0473536	0.0155954	0.0473536	1.23811	1.23811	Control up vs SZD	3.77345	0.552643	6.18522	0.569702	0.390548	1
24620	8101237	NM_001040202 // PAQR3 // progestin and adipoQ receptor family member III // 4q21	PAQR3	NM_001040202	0.00448906	0.18103	0.00448906	1.26701	1.26701	Control up vs SZD	1.7172	0.215181	19.5032	0.699454	0.334159	1
6606	7920928	NM_024897 // PAQR6 // progestin and adipoQ receptor family member VI // 1q22 // 	PAQR6	NM_024897	0.000488683	0.3832	0.000488683	1.38537	1.38537	Control up vs SZD	1.14201	0.171313	46.4743	1.32694	0.400028	1
26606	8120215	NM_133367 // PAQR8 // progestin and adipoQ receptor family member VIII // 6p12.1	PAQR8	NM_133367	0.00459703	0.169956	0.00459703	1.21283	1.21283	Control up vs SZD	1.76563	0.144476	19.3091	0.464951	0.218206	1
4278	7897404	"NM_007262 // PARK7 // Parkinson disease (autosomal recessive, early onset) 7 // "	PARK7	NM_007262	0.0152048	0.296222	0.0152048	1.12379	1.12379	Control up vs SZD	1.34085	0.0903283	11.2985	0.170095	0.179644	1
6970	7924733	NM_001618 // PARP1 // poly (ADP-ribose) polymerase 1 // 1q41-q42 // 142 /// ENST	PARP1	NM_001618	0.0391576	0.0608686	0.0391576	1.17847	1.17847	Control up vs SZD	2.57825	0.292538	6.90706	0.336762	0.30257	1
10608	7960383	"NM_020367 // PARP11 // poly (ADP-ribose) polymerase family, member 11 // 12p13.3"	PARP11	NM_020367	0.00564522	0.106923	0.00564522	0.820889	-1.21819	Control down vs SZD	2.12553	0.164956	17.6943	0.486464	0.206951	1
22685	8082100	"NM_017554 // PARP14 // poly (ADP-ribose) polymerase family, member 14 // 3q21.1 "	PARP14	NM_017554	0.049598	7.05E-06	0.049598	0.617674	-1.61898	Control down vs SZD	15.5928	2.89089	6.01651	2.89885	0.494398	1
22063	8075493	NM_014323 // PATZ1 // POZ (BTB) and AT hook containing zinc finger 1 // 22q12.2 	PATZ1	NM_014323	0.0336406	0.000795692	0.0336406	1.19963	1.19963	Control up vs SZD	7.10409	0.330118	7.51928	0.413708	0.123917	1
7496	7929840	NM_003987 // PAX2 // paired box 2 // 10q24 // 5076 /// NM_003988 // PAX2 // pair	PAX2	NM_003987	0.0443444	0.00751052	0.0443444	0.800055	-1.24991	Control down vs SZD	4.48886	0.579958	6.42918	0.621442	0.344532	1
20395	8059301	NM_181458 // PAX3 // paired box 3 // 2q35-q37|2q35 // 5077 /// NM_001127366 // P	PAX3	NM_181458	0.00580902	2.96E-10	0.00580902	0.162892	-6.13902	Control down vs SZD	63.3595	14.1172	17.4782	41.1238	0.594162	1
29771	8149955	NM_018492 // PBK // PDZ binding kinase // 8p21.2 // 55872 /// ENST00000301905 //	PBK	NM_018492	0.0413613	1.11E-05	0.0413613	1.42185	1.42185	Control up vs SZD	14.552	1.38657	6.69415	1.54698	0.254088	1
9555	7949719	NM_001040716 // PC // pyruvate carboxylase // 11q13.4-q13.5 // 5091 /// NM_00092	PC	NM_001040716	0.0205185	0.000902994	0.0205185	1.29499	1.29499	Control up vs SZD	6.93749	0.513522	9.75024	0.834494	0.19739	1
18761	8042515	NM_006196 // PCBP1 // poly(rC) binding protein 1 // 2p13-p12 // 5093 /// ENST000	PCBP1	NM_006196	0.00891081	0.694974	0.00891081	0.89637	-1.11561	Control down vs SZD	0.643047	0.0619281	14.4815	0.149468	0.256811	1
